Division,Court,country,class,product,person,agent,Role,Town-Country,Longitude,Latitude
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","118 Trowels, wrenches, &c","Blodgett, Clark & Brown, manu","Blodgett, Clark & Brown, manu",manu. & agents,"Boston, Massachusetts",-73.986581,40.730599
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","22 Variety of copying and notarial presses ; press stands, <fec","Clayton & Sons, agents for manu","Clayton & Sons, agents for manu",agent,"New York City, NY",-75.16359,39.952399
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","26 Chandeliers for gas, oil, <fec ; brackets and bracket lamps ; hall lanterns ; mantel ornaments in gilt, bronze and enamel",,"Dietz, Brother & Co",manu.,"New York City, NY",-74.006628,40.709225
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Specimens of cast steel shovels.,Old Colony Iron Co.,"E. & J. Bussing & Co., 33 Cliff Street",manu.,"Taunton, Massachusetts",-71.0897674,41.900101
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Variety of copying and notarial presses ; press stands, <fec.",E. B. Clayton & Sons,E. B. Clayton & Sons,manu.,"New York City, New York",-74.009314,40.704967
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",57 Specimens of rolled iron forge work in various stages of manufacture,George Gardner & Co,George Gardner & Co,agent,"Boston, Massachusetts",-74.172367,40.735657
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Specimens of rolled iron forge work in various stages of manufacture.,George Gardner & Co.,George Gardner & Co.,agent,"Boston, Massachusetts",-71.0588801,42.3600825
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Cast iron butt hinges, gate hinges, sad irons, foot scrapers, barn door rolls, Ac.",New England Butt Co.,H. P. Knight,manu.,"Providence, Rhode Island",-71.4128343,41.8239891
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","34 Cast iron butt hinges, gate hinges, sad irons, foot scrapers, barn door rolls, Ac",New England Butt Co,"HP Knight, agent) man u",manu.,"Providence, RI",-79.990086,40.441694
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Coupling for hose.,J. C. Carey,J. C. Carey,agent,"Brockport, New York",-77.9391797,43.2136713
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",45 Gilded metal cornices for windows ; curtain bands,John N Olcott,John N Olcott,agent,"New York City, NY",-73.986581,40.730599
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Gilded metal cornices for windows ; curtain bands.,John N. Olcott,John N. Olcott,agent,"New York City, New York",-74.009099,40.70938
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",44 Castings of busts and statuettes in bronze and zinc,Joseph G Gilbert,Joseph G Gilbert,agent,"New York City, NY",-71.144773,42.158432
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Castings of busts and statuettes in bronze and zinc.,Joseph G. Gilbert,Joseph G. Gilbert,agent,"New York City, New York",-74.002805,40.708607
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Specimens of railroad iron.,"Reeves, Buck <fc Co.","Reeves, Buck & Co.",agent,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",93 Specimens of railroad iron,"Reeves, Buck <fc Co","Reeves, Buck <fc Co",agents,"Philadelphia, PA",-75.16359,39.952399
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","131 New and improved school desks and furniture; sharpeners for knives, scissors, &o",Daniel J,"Riser, manu",manu.,"New York City, NY",-79.467547,42.37978
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Clark's combined refrigerator and water-cooler.,Cincinnati Manufacturing Co.,S. G. Rice,agent,"Cincinnati, Ohio",-84.5120196,39.1031182
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",128 Clark's combined refrigerator and water-cooler,SG Rice,SG Rice,agent,"Cincinnati, Ohio",-84.51246,39.101454
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Wrenches.,E. F. Dixie,Thomas Douglass,manu.,"Worcester, Massachusetts",-71.8022934,42.2625932
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",132 Carriage springs and axles,E,Wheeler <fe Co,manu.,"Bridgeport, CT",-73.986581,40.730599
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Water street, New- York City. 19 Bell metal water dippers, soup ladles, butter knives, spoons, &c.",K. P. Kidder & Co.,,manu.,"Providence, Rhode Island",-71.4128343,41.8239891
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Large variety of patterns of fish hooks ; patent shank fish hooks ; hooks for halibut, salmon, cod, <fcc. <fce.",Job Johnson,,manu.,"Brooklyn, New York",-73.9441579,40.6781784
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Various culinary and household articles.,William S. Cresson & Co.,,manu.,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Iron, Brass, Pewter, etc.",Jones A Hitchcock,,manu.,"Terryville, Connecticut",-73.0109393,41.6781533
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Pearl street, Cincinnati, Ohio. 5 Specimens of iron screw-bolts, nuts, rivets, washers, &a.",Fox & Oothout,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Housekeepers' articles of all descriptions, japanned ware, block tin ware, and wooden ware.",S. W. Smith & Brother,,manu. & imp,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Hydrostatic portable furnace table for glass-workers, opticians, and other machinists ; bellows of all descriptions, for artizans, manufacturing dentists, house- keepers, &a.",William F. Beam.an,,manu.,"Buffalo, New York",-78.8783689,42.8864468
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Rotary combination, powder-p _    ¥Ë_    _ _    ¥Ë_    __ _    ¥Ë_    _ _    ¥Ë_    ___ _    ¥Ë_    _ _    ¥Ë_    __ _    ¥Ë_    _ _    ¥Ë_    ___ _    ¥Ë_    _ _    ¥Ë_    __ _    ¥Ë_    _ _    ¥Ë_    ___oof bank vault lock.","McGregor, Lee <ic Co.",,inv. & manu.,"Cincinnati, Ohio",-84.5120196,39.1031182
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Brass faucets, steam and water cocks, and all articles of brass ware used by plumbers and steam engine builders ; specimens of silver plated work in the same line.",Henky Eling,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Patent save-all candlesticks ; patent newspaper files ; invoice or letter files; patent bed-clothes clasp, attached to a small bedstead to show its operation.",JonN W. Rockwell,,pat. & manu.,"Ridgefield, Connecticut",-73.4975412,41.2840635
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Roll brass ; german silver ; plated metal ; brass butt hinges ; gilt and plated military, naval, and crest buttons.",Scovill Manufacturing Co.,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Iron bolts of all descriptions ; screws and rivets ; stove, range, and furnace rods ; iron revolving Venetian windo w-bli nds, fire and burglar proof.","11 ussell, Birdsall & Ward",,manu.,"Port Chester, New York",-73.6656834,41.0017643
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Enamelled cooking utenBils ; enamelled hoppers, sinks, basins, <fec. for plumb- ers' use ; enamelled stair rods of various patterns.",Pattison & Marshall,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","American galvanized sheet iron, for roofing and other purposes ; miniature model of roof in galvanized iron.",MoCullough <fc Co.,,manu.,"Wilmington, Delaware",-75.5397878,39.7390721
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Gas chandeliers in brackets in new and rich styles ; candelabra ; ship's sus- pension lamps ; careel lamps ; mechanical moderator lamps.,H. Dardonvtllk,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Ornamental gas chandeliers, brackets, pendants and fixtures' of every style; patent lamps; mantel ornaments, &a.","Cornelius, Baker & Co.",,pat. & manu.,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Specimens of composition wire, for weaving wire eloth, for Foudrennier paper machines, and for the manufacture of musical instruments.",William Cabble,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Large variety of patterns of fish hooks ; patent shank fish hooks ; hooks for halibut, salmon, cod, <fcc. <fce.",Job Johnson,,manu.,"Brooklyn, New York",-73.9441579,40.6781784
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Chandeliers for gas, oil, <fec. ; brackets and bracket lamps ; hall lanterns ; mantel ornaments in gilt, bronze and enamel.","Dietz, Brother & Co.",,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Steel fire sets; coaeh wrenches; iron brace bitt stocks; warranted grind- stones, with iron cups ; jack screws and other hardware.",Boyd & Keen,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Ornamental cast iron mantel piece ; window, door caps and sills ; window pilasters ; McGregor's patent! cauldron kettles and furnaces.","Mann, Terkence & & Co.",,manu.,"Troy, New York",-73.6917851,42.7284117
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Gas chandeliers and other fixtures ; solar lamps ; pendants, brackets and all varieties of gas tubing.",James G. Moffatt,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Gas stove, for heating irons for tailors, hatters, milliners, &c. ; fancy flower- stands and articles of wire work.",James Forman,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Lillie's impenetrable fire-proof safe ; burglar-proof bank safe ; patent vault doors and frames for banks, &c","Bates, Griffen <fc McChesney",,manu.,"Troy, New York",-73.6917851,42.7284117
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Wire figures, or frames for displaying garments, hats, caps, &c. ; wire bird cages, and household articles.",James D. Torrey,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Nock's patent self-acting locks and bolts ; model of double doors, with locks attached.",Joseph Nock,,pat. & manu.,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Specimens of metal and fancy buttons.,The Steele & Johnson Manu. Co.,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Croton water faucets; bell-pulls and lamp reflectors for locomotives, of electro silver-plated ware.",W. F. Ford,,manu.,"Brooklyn, New York",-73.9441579,40.6781784
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Patent save-all candlesticks ; patent newspaper files ; invoice or letter files; patent bed-clothes clasp, attached to a small bedstead to show its operation.",John W. Rockwell,,pat. & manu.,"Ridgefield, Connecticut",-73.4975412,41.2840635
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Samples of cut nails, with the metal in all its stages, from the ore to the finished nail.",Hoaton & Denckla,,,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Variety of brass cocks, faucets, and other articles nsed by plumbers and gas-fitters.",T. Waldron Bartuolf,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Variety of fine saddlery hardware ; tinned and planished ware, and various articles of malleable iron.",E. Harrison & Co.,,manu.,"Elizabethport, New Jersey",-74.2107006,40.6639916
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Patent imitation Russian sheet iron, and articles manufactured therefrom.",James Wood <fe Sons,,manu.,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Various styles of locks for the doors of bank vaults, stores, iron safes, <fcc.",Francis C. Gokfin,,pat. & manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Variety of cast steel hammers, pickaxes, cast steel and wrought iron sledge hammers, cfcc.",John Bayliss,,manu.,"Williamsburgh, New York",-73.9570696,40.7081156
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Enamelled east iron cooking utensils ; sad irons ; cast iron charcoal furnaces ; enamelled sugar pans.,Savory & Co.,,manu.,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Specimens of brass and iron trammil heads, drawing square joints, panel guage, screws, &c.",James Armitage,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Patent permutation lever locks for bank vaults and safes ; various styles of locks for doors.,Alden & Smith,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Lap-welded iron boiler flue.,"Reading Iron Nail, Tube, <fc Boiler Flue Works,",,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","New protection door lock, designed for doors which lock inside of chambers.",Henry W. Stephenson,,inv. & prop,"Cincinnati, Ohio",-84.5120196,39.1031182
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Sections of Croweli's patent dovetailed cast iron railing, put up without rivets.",Sommers Crowell,,pat. & manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Cast spring and bar steel in bars and bundles ; nail rods ; shoe shapes ; scroll and nut iron.,Philip Ripley & Co.,,manu.,"Hartford, Connecticut",-72.6850932,41.7637111
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Specimens of cast and turned white Britannia metal ware.,John H. Whit- look,,manu.,"Troy, New York",-73.6917851,42.7284117
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Powder-proof permutation bank lock, the key capable of millions of changes. Murphy <fc Butler, inv. & manu. 122 Water street, New- York City.",Murphy & Butler,,inv. & manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",French and mechanical lamps of the most modern construction ; specimen of the works in case.,C. Duckeux,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","New and improved school desks and furniture; sharpeners for knives, scissors, &o.",Daniel J. Riser,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Sheet and rolled brass and German silver; brass, copper and German silver ware.",Benedict & Burnham,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Samples of cast iron butt hinges.,Union Burr Co.,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware",Patent fire and thief-proof safes ; improved refrigerators.,Evans & Watson,,pat. & manu.,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
A,"15, 20, 21, 25, 28",USA,"22. Iron, Brass, Pewter, and General Hardware","Tinners' machines and tools, steel yards, coffee mills, chain pump elevators, Ac.","Peck, Smith & Co.",,manu.,"Southington, Connecticut",-72.8776013,41.5964869
